"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"37mm_gr_tracciante_da37ca_he_t";"37 mm HE-TF DA 37 c.a.";"HE-TF de 37 mm DA 37 c.a";"Tracciante da 37mm (HE-TF)";"37 mm HE-TF DA 37 c.a.";"37 mm HE-TF DA 37 c.a.";"37-мм ОФ-ДВ DA 37 c.a.";"37-мм ОФ-ДП DA 37 c.a.";"37 mm HE-TF DA 37 c.a.";"37 mm HE-TF DA 37 c.a.";"37 mm HE-TF DA 37 c.a.";"37 mm HE-TF DA 37 c.a.";"37 mm HE-TF DA 37 c.a.";"37 mm/HE-TF DA 37 c.a.";"HE-TF DA 37 c.a. 37 มม.";"37 mm HE-TF DA 37 c.a.";"防\t空\t曳\t光\t榴\t弹";"37 mm HE-TF DA 37 c.a.";"防\t空\t曳\t光\t榴\t弹";;
"40mm_apfs_ds";"40 mm APFSDS";"40 mm APFSDS";"APFSDS da 40mm";"40mm APFSDS";"40 mm APFSDS";"40-мм ОБПС";"40-мм БОПС";"40 mm APFSDS";"40 mm APFSDS";"40 mm APFSDS";"40 mm APFSDS";"40 mm APFSDS";"40 mm/APFSDS";"APFSDS 40 มม.";"40 mm 날개안정분리철갑탄";"尾\t翼\t稳\t定\t脱\t壳\t穿\t甲\t弹";"40 mm APFSDS";"尾\t翼\t穩\t定\t脫\t殼\t穿\t甲\t彈";;
"40mm_bofors_breda_hei_t";"40 mm HEI-T";"HEI-T de 40 mm";"HEI-T da 40mm";"40 mm HEI-T";"40 mm HEI-T";"40-мм ОФЗ-Т";"40-мм ОФЗ-Т";"40 mm HEI-T";"40 mm HEI-T";"40 mm HEI-T";"40 mm HEI-T";"40 mm HEI-T";"40 mm/HEI-T";"HEI-T 40 มม.";"40 mm HEI-T";"高\t爆\t燃\t烧\t曳\t光\t弹";"40 mm HEI-T";"高\t爆\t燃\t燒\t曳\t光\t彈";;
"40mm_bofors_breda_he_pff";"40 mm HE-PFF";"HE-PFF de 40 mm";"HE-PFF da 40mm";"40 mm HE-PFF";"40 mm HE-PFF";"40-мм ОФ-РВ";"40-мм ОФ-РП";"40 mm HE-PFF";"40 mm HE-PFF";"40 mm HE-PFF";"40 mm HE-PFF";"40 mm HE-PFF";"40 mm/HE-PFF";"HE-PFF 40 มม.";"40 mm HE-PFF";"预\t制\t破\t片\t榴\t弹";"40 mm HE-PFF";"預\t置\t破\t片\t高\t爆\t彈";;
"nettuno_mk1_asw";"Nettuno Mk.1 anti-ship missile";"Missile anti-navire Nettuno Mk.1";"Missile antinave Nettuno Mk.1";"Nettuno Mk.1 Anti-Schiffs-Rakete";"Misil antibuque Nettuno Mk.1";"Противокорабельная ракета Nettuno Mk.1";"Протикорабельна ракета Nettuno Mk.1";"Pocisk przeciwokrętowy Nettuno Mk.1";"Míssil anti-navio Nettuno Mk.1";"Nettuno Mk.1 anti-ship missile";"protilodní řízená střela Nettuno Mk.1";"Αντιπλοϊκός πύραυλος Nettuno Mk.1";"Rudal anti-kapal Nettuno Mk.1";"ขีปนาวุธต่อต้านเรือ Nettuno Mk.1";"네투노 Mk.1 대함미사일";"海\t王\t星 MK 1 反\t舰\t导\t弹";"Nettuno Mk.1 対艦\tミサイル";"海\t王\t星 MK.1 反\t艦\t飛\t彈";;
"120mm_45_granata_dirompente_he";"120 mm HE Dirompente";"HE Dirompente de 120 mm";"Dirompente da 120mm (HE)";"120 mm HE Dirompente";"120 mm HE Dirompente";"120-мм ОФ Dirompente";"120-мм ОФ Dirompente";"120 mm HE Dirompente";"120 mm HE Dirompente";"120 mm HE Dirompente";"120 mm HE Dirompente";"120 mm HE Dirompente";"120 mm/HE Dirompente";"HE Dirompente 120 มม.";"120 mm 고폭유탄";"爆\t破\t榴\t弹";"120 mm HE Dirompente";"高\t爆\t彈";;
"120mm_45_granata_perforante_ap";"120 mm APBC Perforante";"APBC Perforante de 120 mm";"Perforante da 120mm (APBC)";"120 mm APBC Perforante";"120 mm APBC Perforante";"120-мм ББ Perforante";"120-мм ПБ Perforante";"120 mm APBC Perforante";"120 mm APBC Perforante";"120 mm APBC Perforante";"120 mm APBC Perforante";"120 mm APBC Perforante";"120 mm/APBC Perforante";"APBC Perforante 120 มม.";"120 mm APBC Perforante";"穿\t甲\t榴\t弹";"120 mm APBC Perforante";"穿\t甲\t高\t爆\t彈";;
"120mm_45_granata_dirompente_contro_aerea_he";"120 mm HE-TF Contro-aerea";"HE-TF Contro-aerea de 120 mm";"Controaerei da 120mm (HE-TF)";"120 mm HE-TF Contro-aerea";"120 mm HE-TF Contro-aerea";"120-мм ОФ-ДВ Contro-aerea";"120-мм ОФ-ДП Contro-aerea";"120 mm HE-TF Contro-aerea";"120 mm HE-TF Contro-aerea";"120 mm HE-TF Contro-aerea";"120 mm HE-TF Contro-aerea";"120 mm HE-TF Contro-aerea";"120 mm/HE-TF Contro-aerea";"HE-TF Contro-aerea 120 มม.";"120 mm HE-TF Contro-aerea";"防\t空\t爆\t破\t榴\t弹";"120 mm HE-TF Contro-aerea";"防\t空\t爆\t破\t榴\t弹";;
"135mm_45_gr_dir_he";"135 mm HE Dirompente";"HE Dirompente de 135 mm";"Dirompente da 135mm (HE)";"135 mm HE Dirompente";"135 mm HE Dirompente";"135-мм ОФ Dirompente";"135-мм ОФ Dirompente";"135 mm HE Dirompente";"135 mm HE Dirompente";"135 mm HE Dirompente";"135 mm HE Dirompente";"135 mm HE Dirompente";"135 mm/HE Dirompente";"HE Dirompente 135 มม.";"135 mm 고폭유탄";"爆\t破\t榴\t弹";"135 mm HE Dirompente";"高\t爆\t彈";;
"135mm_45_gr_perf_aphebc";"135 mm APHEBC Perforante";"APHEBC Perforante de 135 mm";"Perforante da 135mm (APHEBC)";"135 mm APHEBC Perforante";"135 mm APHEBC Perforante";"135-мм ББ Perforante";"135-мм ББ Perforante";"135 mm APHEBC Perforante";"135 mm APHEBC Perforante";"135 mm APHEBC Perforante";"135 mm APHEBC Perforante";"135 mm APHEBC Perforante";"135 mm/APHEBC Perforante";"APHEBC Perforante 135 มม.";"135 mm APHEBC Perforante";"穿\t甲\t榴\t弹";"135 mm APHEBC Perforante";"穿\t甲\t高\t爆\t彈";;
"135mm_45_gr_dir_contro_aerea_he_tf";"135 mm HE-TF Contro-aerea";"HE-TF Contro-aerea de 135 mm";"Controaerei da 135mm (HE-TF)";"135 mm HE-TF Contro-aerea";"135 mm HE-TF Contro-aerea";"135-мм ОФ-ДВ Contro-aerea";"135-мм ОФ-ДП Contro-aerea";"135 mm HE-TF Contro-aerea";"135 mm HE-TF Contro-aerea";"135 mm HE-TF Contro-aerea";"135 mm HE-TF Contro-aerea";"135 mm HE-TF Contro-aerea";"135 mm/HE-TF Contro-aerea";"HE-TF Contro-aerea 135 มม.";"135 mm HE-TF Contro-aerea";"防\t空\t爆\t破\t榴\t弹";"135 mm HE-TF Contro-aerea";"定\t時\t引\t信\t高\t爆\t彈";;
"305mm_obr1911_ap";"AP patt.1911";"AP patt.1911";"AP patt.1911";"AP patt. 1911";"AP patt.1911";"ББ обр.1911";"AP зразка 1911 р.";"AP wz.1911";"AP patt.1911";"AP patt.1911";"AP vzor 1911";"AP patt.1911";"AP patt.1911";"AP patt.1911";"AP patt.1911";"1911 型\t穿\t甲\t弹";"AP patt.1911";"1911 型\t穿\t甲\t彈";;
"305mm_obr1911_he";"12 inch HE patt.1911";"HE de 12 pouces modèle 1911";"HE da 12"" ver.1911";"12 inch HE patt.1911";"12 inch HE patt.1911";"305-мм ОФ обр.1911";"305-мм ОФ зраз.1911";"12-calowy HE wz.1911";"12-inch HE patt.1911";"12-inch HE patt.1911";"12"" HE vzor 1911";"12 inch HE patt.1911";"12 inci/HE patt.1911";"HE patt.1911 12 นิ้ว";"1911형 12인치 HE";"1911 型\t榴\t弹";"12\tインチ HE patt.1911";"1911 型\t高\t爆\t彈";;
"305mm_obr1911_sap";"SAP patt.1911";"SAP patt.1911";"SAP patt.1911";"SAP patt. 1911";"SAP patt.1911";"ПБ обр.1911";"SAP зразка 1911 р.";"SAP wz.1911";"SAP patt.1911";"SAP patt.1911";"SAP vzor 1911";"SAP patt.1911";"SAP patt.1911";"SAP patt.1911";"SAP patt.1911";"1911 型\t半\t穿\t甲\t弹";"SAP patt.1911";"1911 型\t半\t穿\t甲\t彈";;
"305mm_obr1928_er_he";"HE patt.1928";"HE patt.1928";"HE patt.1928";"HE patt. 1928";"HE patt.1928";"ОФ обр.1928";"HE зразка 1928 р.";"HE wz.1928";"HE patt.1928";"HE patt.1928";"HE vzor 1928";"HE patt.1928";"HE patt.1928";"HE patt.1928";"HE patt.1928";"1928 型\t榴\t弹";"HE patt.1928";"1928 型\t高\t爆\t彈";;
"75mm_obr1915_hetf";"HE-TF";"HE-TF";"HE-TF";"HE-TF";"HE-TF";"ОФ-ДВ";"HE-TF";"HE-TF";"HE-TF";"HE-TF";"HE-TF";"HE-TF";"HE-TF";"HE-TF";"HE-TF";"榴\t弹 (弹\t底\t引\t信)";"HE-TF";"定\t時\t引\t信\t高\t爆\t彈";;
"76mm_obr1915_hetf";"76 mm HE-TF";"76 mm HE-TF";"HE-TF da 76mm";"76 mm HE-TF";"76 mm HE-TF";"76-мм ОФ-ДВ";"76-мм ОФ-ДП";"76 mm HE-TF";"76 mm HE-TF";"76 mm HE-TF";"76 mm HE-TF";"76 mm HE-TF";"76 mm/HE-TF";"HE-TF 76 มม.";"76 mm HE-TF";"榴\t弹 (时\t间\t引\t信)";"76 mm HE-TF";"定\t時\t引\t信\t高\t爆\t彈";;
"130mm_obr1911_he";"HE patt.1911";"HE patt.1911";"HE patt.1911";"HE patt. 1911";"HE patt.1911";"ОФ обр.1911";"HE зразка 1911 р.";"HE wz.1911";"HE patt.1911";"HE patt.1911";"HE vzor 1911";"HE patt.1911";"HE patt.1911";"HE patt.1911";"HE patt.1911";"1911 型\t榴\t弹";"HE patt.1911";"1911 型\t高\t爆\t彈";;
"130mm_obr1911_sap";"AP patt.1911";"AP patt.1911";"AP patt.1911";"AP patt. 1911";"AP patt.1911";"ПБ обр.1911";"AP зразка 1911 р.";"AP wz.1911";"AP patt.1911";"AP patt.1911";"AP vzor 1911";"AP patt.1911";"AP patt.1911";"AP patt.1911";"AP patt.1911";"1911 型\t穿\t甲\t弹";"AP patt.1911";"1911 型\t穿\t甲\t彈";;
"120mm_obr1911_he";"120 mm patt.1911 HE";"HE de 120 mm modèle 1911";"HE da 120mm ver.1911";"120 mm patt.1911 HE";"120 mm patt.1911 HE";"120-мм ОФ обр.1911";"120-мм ОФ зраз.1911";"120 mm wz.1911 HE";"120 mm patt.1911 HE";"120 mm patt.1911 HE";"120 mm vzor 1911 HE";"120 mm patt.1911 HE";"120 mm/patt.1911 HE";"patt.1911 HE 120 มม.";"120 mm patt.1911 고폭탄";"1911 型\t榴\t弹";"120 mm patt.1911 HE";"1911 型\t高\t爆\t彈";;
"120mm_obr1911_sap";"patt.1911 SAP";"SAP patt.1911";"patt.1911 SAP";"Patt. 1911 SAP";"patt.1911 SAP";"ПБ обр.1911";"SAP зразка 1911 р.";"wz.1911 SAP";"patt.1911 SAP";"patt.1911 SAP";"vzor 1911 SAP";"patt.1911 SAP";"patt.1911 SAP";"patt.1911 SAP";"patt.1911 SAP";"1911\t型\t半\t穿\t甲\t弹";"patt.1911 SAP";"1911 型\t半\t穿\t甲\t彈";;
"76mm_45_ww_i_tf";"HE-TF";"HE-TF";"HE-TF";"HE-TF";"HE-TF";"ОФ-ДВ";"HE-TF";"HE-TF";"HE-TF";"HE-TF";"HE-TF";"HE-TF";"HE-TF";"HE-TF";"HE-TF";"榴\t弹 (弹\t底\t引\t信)";"HE-TF";"定\t時\t引\t信\t高\t爆\t彈";;
"305mm_4crh_mark_2a_he";"305 mm Mark IIa HE";"HE de 305 mm Mark IIa";"HE da 305mm Mk.IIa";"305 mm Mark IIa HE";"305 mm Mark IIa HE";"305-мм ОФ Mark IIa";"305-мм ОФ Mark IIa";"305 mm Mark IIa HE";"305 mm Mark IIa HE";"305 mm Mark IIa HE";"305 mm Mark IIa HE";"305 mm Mark IIa HE";"305 mm/Mark IIa HE";"Mark IIa HE 305 มม.";"305 mm Mark IIa HE";"Mk IIa 榴\t弹";"305 mm Mark IIa HE";"Mk IIa 高\t爆\t彈";;
"305mm_4crh_mark_6a_apc";"Mark VIa APC";"APC Mark VIa";"Mark VIa APC";"Mark VIa APC";"Mark VIa APC";"ББ Mark VIa";"Mark VIa APC";"Mark VIa APC";"Mark VIa APC";"Mark VIa APC";"Mark VIa APC";"Mark VIa APC";"Mark VIa APC";"Mark VIa APC";"Mark VIa APC";"Mk VIa 被\t帽\t穿\t甲\t弹";"Mark VIa APC";"Mk VIa 被\t帽\t穿\t甲\t彈";;
"305mm_4crh_mark_7a_cpc";"Mark VIIa CPC";"CPC Mark VIIa";"Mark VIIa CPC";"Mark VIIa CPC";"Mark VIIa CPC";"ПБ Mark VIIa";"Mark VIIa CPC";"Mark VIIa CPC";"Mark VIIa CPC";"Mark VIIa CPC";"Mark VIIa CPC";"Mark VIIa CPC";"Mark VIIa CPC";"Mark VIIa CPC";"Mark VIIa CPC";"Mk VIIa 被\t帽\t尖\t头\t常\t规\t弹";"Mark VIIa CPC";"Mk VIIa 被\t帽\t尖\t頭\t常\t規\t彈";;
"305mm_mk15_ap";"Mk.15 APC";"APC Mk.15";"Mk.15 APC";"Mk. 15 APC";"Mk.15 APC";"ББ Mk.15";"Mk.15 APC";"Mk.15 APC";"Mk.15 APC";"Mk.15 APC";"Mk.15 APC";"Mk.15 APC";"Mk.15 APC";"Mk.15 APC";"Mark VIIa CPC";"Mk 15 被\t帽\t穿\t甲\t弹";"Mk.15 APC";"Mk 15 被\t帽\t穿\t甲\t彈";;
"76mm_50_mk2_common";"CP";"CP";"CP";"CP";"CP";"ПБ";"CP";"CP";"CP";"CP";"CP";"CP";"CP";"CP";"CP";"常\t规\t弹";"CP";"常\t規\t彈";;
"127mm_54_vt_hc_mk41";"Mark 41 HC-VT";"HC-VT Mark 41";"Mark 41 HC-VT";"Mark 41 HC-VT";"Mark 41 HC-VT";"ОФ-РВ Mk.41";"Mark 41 HC-VT";"Mark 41 HC-VT";"Mark 41 HC-VT";"Mark 41 HC-VT";"Mark 41 HC-VT";"Mark 41 HC-VT";"Mark 41 HC-VT";"Mark 41 HC-VT";"Mark 41 HC-VT";"Mk 41 近\t炸\t引\t信\t高\t爆\t弹";"Mark 41 HC-VT";"Mk.41 近\t發\t高\t爆\t彈";;
"283mm_spgr_l_3_6_he_bdz";"283 mm Sprgr. L/3.6 Bdz";"Sprgr. L/3.6 Bdz de 283 mm";"Sprgr. L/3.6 Bdz da 283mm";"283 mm Sprgr. L/3.6 Bdz";"283 mm Sprgr. L/3.6 Bdz";"283-мм Sprgr. L/3.6 Bdz";"283-мм Sprgr. L/3.6 Bdz";"283 mm Sprgr. L/3.6 Bdz";"283 mm Sprgr. L/3.6 Bdz";"283 mm Sprgr. L/3.6 Bdz";"283 mm Sprgr. L/3.6 Bdz";"283 mm Sprgr. L/3.6 Bdz";"283 mm/Sprgr. L/3.6 Bdz";"Sprgr. L/3.6 Bdz 283 มม.";"283 mm Sprgr. L/3.6 Bdz";"SprGr. L/3.6 Bd.Z";"283 mm Sprgr. L/3.6 Bdz";"SprGr. L/3.6 Bd.Z";;
"283mm_psgr_l_3_2";"283 mm Psgr. L/3.2";"Psgr. L/3.2 de 283 mm";"Psgr. L/3.2 da 283mm";"283 mm Psgr. L/3.2";"283 mm Psgr. L/3.2";"283-мм Psgr. L/3.2";"283-мм Psgr. L/3.2";"283 mm Psgr. L/3.2";"283 mm Psgr. L/3.2";"283 mm Psgr. L/3.2";"283 mm Psgr. L/3.2";"283 mm Psgr. L/3.2";"283 mm/Psgr. L/3.2";"Psgr. L/3.2 283 มม.";"283 mm Psgr. L/3.2";"PsGr. L/3.2";"283 mm Psgr. L/3.2";"PsGr. L/3.2";;
"150mm_spgr_l_3_2_kz_he";"150 mm Sprgr. L/4.1 Kz";"Sprgr. L/4.1 Kz de 150 mm";"150 mm Spgr. L/4.1 Kz";"15 cm Sprgr. L/4.1 Kz";"150 mm Sprgr. L/3.2 Kz";"150-мм Sprgr. L/4.1 Kz";"150-мм Sprgr. L/4.1 Kz";"150 mm Sprgr. L/4.1 Kz";"150 mm Sprgr. L/3.2 Kz";"150 mm Sprgr. L/4.1 Kz";"150 mm Sprgr. L/4.1 Kz";"150 mm Sprgr. L/4.1 Kz";"150 mm/Sprgr. L/4.1 Kz";"Sprgr. L/4.1 Kz 150 มม.";"150 mm Sprgr. L/4.1 Kz";"SprGr. L/4.1 Kz";"150 mm Sprgr. L/4.1 Kz";"SprGr. L/3.2 Kz";;
"150mm_spgr_l_3_2_sap";"Sprgr. L/4.1 Bdz";"Sprgr. L/4.1 Bdz";"Sprgr. L/4.1 Bdz";"Sprgr. L/4.1 Bdz";"Sprgr. L/4.1 Bdz";"Sprgr. L/4.1 Bdz";"Sprgr. L/4.1 Bdz";"Sprgr. L/4.1 Bdz";"Sprgr. L/4.1 Bdz";"Sprgr. L/4.1 Bdz";"Sprgr. L/4.1 Bdz";"Sprgr. L/4.1 Bdz";"Sprgr. L/4.1 Bdz";"Sprgr. L/4.1 Bdz";"Sprgr. L/4.1 Bdz";"Sprgr. L/4.1 Bdz";"Sprgr. L/4.1 Bdz";"SprGr. L/3.2 Bd.Z";;
"150mm_45_pzgr_l_3_7";"Psgr. L/3.7";"Psgr. L/3.7";"Psgr. L/3.7";"Psgr. L/3.7";"Psgr. L/3.7";"Psgr. L/3.7";"Psgr. L/3.7";"Psgr. L/3.7";"Psgr. L/3.7";"Psgr. L/3.7";"Psgr. L/3.7";"Psgr. L/3.7";"Psgr. L/3.7";"Psgr. L/3.7";"Psgr. L/3.7";"Psgr. L/3.7";"Psgr. L/3.7";"PsGr. L/3.7";;
"88mm_45_spgr_l_3_6";"88 mm Spgr. L/3.6 Kz";"Sprgr. L/3.6 Kz de 88 mm";"Spgr. L/3.6 Kz da 88 mm";"8,8 cm Spgr. L/3,6 Kz";"88 mm Spgr. L/3.6 Kz";"88-мм Spgr. L/3.6 Kz";"88 mm Spgr. L/3.6 Kz";"88 mm Spgr. L/3.6 Kz";"88 mm Spgr. L/3.6 Kz";"88 mm Spgr. L/3.6 Kz";"88 mm Spgr. L/3.6 Kz";"88 mm Spgr. L/3.6 Kz";"88 mm/Spgr. L/3.6 Kz";"Spgr. L/3.6 Kz 88 มม.";"88 mm Spgr. L/3.6 Kz";"SprGr. L/3.6 Kz";"88 mm Spgr. L/3.6 Kz";"SprGr. L/3.6 Kz";;
"88mm_sprgr_skl45_ztz";"88 mm Spgr. Ztz";"Spgr. Ztz de 88 mm";"88 mm Spgr. Ztz";"8,8 cm Spgr. Ztz";"88 mm Spgr. Ztz";"88-мм Spgr. Ztz";"88-мм Spgr. Ztz";"88 mm Spgr. Ztz";"88 mm Spgr. Ztz";"88 mm Spgr. Ztz";"88 mm Spgr. Ztz";"88 mm Spgr. Ztz";"88 mm/Spgr. Ztz";"Spgr. Ztz 88 มม.";"88 mm Spgr. Ztz";"SprGr. Zt.Z";"88 mm Spgr. Ztz";"SprGr. Zt.Z";;
"305mm_7crh_mk15_apc";"12 inch Mk.15 APC";"APC de 12 pouces Mk.15";"APC da 12"" Mk.15";"12 Inch Mk 15 APC";"12 inch Mk.15 APC";"305-мм ББ Mk.15";"305-мм ББ Mk.15";"12-calowy Mk.15 APC";"12-inch Mk.15 APC";"12 inç Mk.15 APC";"12"" Mk.15 APC";"12 inch Mk.15 APC";"12 inci/Mk.15 APC";"Mk.15 APC 12 นิ้ว";"12인치 Mk.15 APC";"Mk 15 穿\t甲\t弹";"12\tインチ Mk.15 APC";"Mk.15 穿\t甲\t彈";;
"127mm_50_mk15_common";"Mk.15 common";"Mk.15 standard";"Mk.15 comune";"Mk. 15 common";"Mk.15 common";"ПБ mk.15";"Mk.15 Common";"Mk.15 common";"Mk.15 Common";"Mk.15 common";"Mk.15 běžný";"Στάνταρ Mk.15";"Mk.15 Standar";"Mk.15 common";"Mk.15 통상탄";"Mk 15 常\t规\t弹";"Mk.15\tコモン\t弾";"Mk.15 常\t規\t彈";;
"127mm_50_apc";"APC";"APC";"APC";"APC";"APC";"ББ";"APC";"APC";"APC";"APC";"APC";"APC";"APC";"APC";"APC";"被\t帽\t穿\t甲\t弹";"APC";"被\t帽\t穿\t甲\t彈";;
"76mm_aa_mk23_he_tf";"3 inch AA HE-TF";"AA HE-TF de 3 pouces";"HE-TF da 3"" AA";"3 Inch HE-TF";"3 inch AA HE-TF";"76-мм ОФ-ДВ";"76-мм ОФ-ДП";"3-calowy przeciwlotniczy HE-TF";"3-inch AA HE-TF";"3-inch AA HE-TF";"3"" AA HE-TF";"3 inch AA HE-TF";"3 inci/AA HE-TF";"AA HE-TF 3 นิ้ว";"3인치 HE-TF";"Mk 23 防\t空\t弹";"3\tインチ AA HE-TF";"Mk.23 防\t空\t彈";;
"305mm_50_41st_yt_he";"HE";"HE";"HE";"HE";"HE";"ОФ";"HE";"HE";"HE";"HE";"HE";"HE";"HE";"HE";"HE";"榴\t弹";"HE";"通\t常\t彈";;
"305mm_50_41st_yt_apc";"APC";"APC";"APC";"APC";"APC";"ББ";"APC";"APC";"APC";"APC";"APC";"APC";"APC";"APC";"APC";"被\t帽\t穿\t甲\t弹";"APC";"被\t帽\t徹\t甲\t彈";;
"120mm_45_3rd_yt_he";"4.7 inch HE";"HE de 4,7 pouces";"HE da 4,7""";"4,7 Inch HE";"4.7 inch HE";"120-мм ОФ";"120-мм ОФ";"4,7-calowy HE";"4,7-inch HE";"4,7-inch HE";"4,7"" HE";"4.7 inch HE";"4.7 inci/HE";"HE 4.7 นิ้ว";"4.7인치 고폭탄";"榴\t弹";"4.7\tインチ HE";"通\t常\t彈";;
"152mm_45_41st_yt_he";"HE";"HE";"HE";"HE";"HE";"ОФ";"HE";"HE";"HE";"HE";"HE";"HE";"HE";"HE";"HE";"榴\t弹";"HE";"通\t常\t彈";;
"152mm_45_41st_yt_apc";"APC";"APC";"APC";"APC";"APC";"ББ";"APC";"APC";"APC";"APC";"APC";"APC";"APC";"APC";"APC";"被\t帽\t穿\t甲\t弹";"APC";"被\t帽\t徹\t甲\t彈";;
"76mm_40_41st_yt_he_tf";"AA HE-TF";"HE-TF AA";"AA HE-TF";"AA HE-TF";"AA HE-TF";"ОФ-ДВ";"AA HE-TF";"Przeciwlotniczy HE-TF";"AA HE-TF";"AA HE-TF";"AA HE-TF";"AA HE-TF";"AA HE-TF";"AA HE-TF";"AA HE-TF";"防\t空\t常\t规\t弹 (时\t间\t引\t信)";"AA HE-TF";"防\t空\t常\t規\t彈 (定\t時\t引\t信)";;
"100mm_zs_58r";"100 mm ZS-58R HE-VT";"HE-VT de 100 mm ZS-58R";"HE-VT da 100 mm ZS-56R";"100 mm ZS-58R HE-VT";"100 mm ZS-58R HE-VT";"100-мм ОВ-РВ ЗС-58Р";"100 мм ОВ-РВ ЗС-58Р";"100 mm ZS-58R HE-VT";"100 mm ZS-58R HE-VT";"100 mm ZS-58R HE-VT";"100 mm ZS-58R HE-VT";"100 mm ZS-58R HE-VT";"100 mm/ZS-58R HE-VT";"ZS-58R HE-VT 100 มม.";"100 mm ZS-58R HE-VT";"ZS-58R";"100 mm ZS-58R HE-VT";"ZS-58R";;
"305mm_spgr_l_3_8_bdz_he";"305 mm Spgr. L/3.8 Bdz";"Spgr. L/3.8 Bdz de 305 mm";"Sprgr. L/3.8 Bdz da 305mm";"305 mm Spgr. L/3.8 Bdz";"305 mm Spgr. L/3.8 Bdz";"305-мм Spgr. L/3.8 Bdz";"305-мм Spgr. L/3.8 Bdz";"305 mm Spgr. L/3.8 Bdz";"305 mm Spgr. L/3.8 Bdz";"305 mm Spgr. L/3.8 Bdz";"305 mm Spgr. L/3.8 Bdz";"305 mm Spgr. L/3.8 Bdz";"305 mm/Spgr. L/3.8 Bdz";"Spgr. L/3.8 Bdz 305 มม.";"305 mm Spgr. L/3.8 Bdz";"SprGr. L/3.8 Bd.Z";"305 mm Spgr. L/3.8 Bdz";"SprGr. L/3.8 Bd.Z";;
"305mm_spgr_l_3_3_bdz_sap";"Spgr. L/3.3 SAP";"SAP Spgr. L/3.3";"Spgr. L/3.3 SAP";"Spgr. L/3.3 SAP";"Spgr. L/3.3 SAP";"Spgr. L/3.3 ПБ";"Spgr. L/3.3 SAP";"Spgr. L/3.3 SAP";"Spgr. L/3.3 SAP";"Spgr. L/3.3 SAP";"Spgr. L/3.3 SAP";"Spgr. L/3.3 SAP";"Spgr. L/3.3 SAP";"Spgr. L/3.3 SAP";"Spgr. L/3.3 SAP";"Spgr. L/3.3";"Spgr. L/3.3 SAP";"Spgr. L/3.3";;
"305_psgr_l_3_4_apc";"Psgr. L/3.4";"Psgr. L/3.4";"Psgr. L/3.4";"Psgr. L/3.4";"Psgr. L/3.4";"Psgr. L/3.4";"Psgr. L/3.4";"Psgr. L/3.4";"Psgr. L/3.4";"Psgr. L/3.4";"Psgr. L/3.4";"Psgr. L/3.4";"Psgr. L/3.4";"Psgr. L/3.4";"Psgr. L/3.4";"Psgr. L/3.4";"Psgr. L/3.4";"PsGr. L/3.4";;
"305mm_spgr_l_3_3_bdz_he";"305 mm Spgr. L/3.3 SAP";"Spgr. L/3.3 SAP de 305 mm";"SAP da 305mm Spgr. L/3.3";"305 mm Spgr. L/3.3 SAP";"305 mm Spgr. L/3.3 SAP";"305-мм Spgr. L/3.3 ПБ";"305-мм Spgr. L/3.3 ПБ";"305 mm Spgr. L/3.3 SAP";"305 mm Spgr. L/3.3 SAP";"305 mm Spgr. L/3.3 SAP";"305mm Spgr. L/3.3 SAP";"305 mm Spgr. L/3.3 SAP";"305 mm/Spgr. L/3.3 SAP";"Spgr. L/3.3 SAP 305 มม.";"305 mm Spgr. L/3.3 SAP";"SprGr. L/3.3";"305 mm Spgr. L/3.3 SAP";"SprGr. L/3.3";;
"102mm_50_bl_he";"4 inch HE";"HE de 4 pouces";"HE da 4""";"4 Inch HE";"4 inch HE";"102-мм ОФ";"102-мм ОФ";"4-calowy HE";"4 inch HE";"4 inch HE";"4"" HE";"4 inch HE";"4 inci/HE";"HE 4 นิ้ว";"4인치 고폭탄";"榴\t弹";"4 インチ HE";"高\t爆\t彈";;
"102mm_50_bl_cpc";"4 inch CPC";"CPC de 4 pouces";"CPC da 4""";"4 Inch CPC";"4 inch CPC";"102-мм CPC";"102-мм CPC";"4-calowy CPC";"4 inch CPC";"4 inch CPC";"4"" CPC";"4 inch CPC";"4 inci/CPC";"CPC 4 นิ้ว";"4인치 CPC";"被\t帽\t尖\t头\t常\t规\t弹";"4 インチ CPC";"被\t帽\t尖\t頭\t常\t規\t彈";;
"305mm_mk18_ap";"Mk.18 AP";"AP Mk.18";"Mk.18 AP";"Mk. 18 AP";"Mk.18 AP";"ББ Mk.18";"Mk.18 AP";"Mk.18 AP";"Mk.18 AP";"Mk.18 AP";"Mk.18 AP";"Mk.18 AP";"Mk.18 AP";"Mk.18 AP";"Mk.18 AP";"Mk 18 穿\t甲\t弹";"Mk.18 AP";"Mk 18 穿\t甲\t彈";;
